[0, 0, 0]
           0	         315	        7358	        7431	       10516	       10325	        7521	        7257	        2247	        1955	        8453	        8605	        6206	        6129	        6013	        6321
         315	           0	        6928	        7198	       10302	       10108	        7289	        7066	        1883	        1737	        8232	        8319	        5988	        5964	        5701	        6042
        7286	        6875	           0	         315	        7291	        7099	       10354	       10059	        5951	        5913	        5776	        6111	        8098	        8260	        1903	        1675
        7451	        7220	         315	           0	        7499	        7342	       10638	       10364	        6204	        6141	        6056	        6367	        8438	        8548	        2254	        1976
       10632	       10302	        7300	        7522	           0	         315	        7512	        7285	        8459	        8626	        2166	        1957	        6038	        6284	        6229	        6218
       10329	       10077	        7104	        7308	         315	           0	        7253	        7113	        8165	        8350	        1869	        1729	        5805	        6032	        5996	        6011
        7512	        7367	       10385	       10647	        7520	        7235	           0	         315	        6083	        6305	        6313	        6224	        2322	        2073	        8493	        8699
        7318	        7039	       10054	       10348	        7305	        7035	         315	           0	        5797	        6080	        6064	        5983	        1966	        1821	        8146	        8397
        2209	        1927	        5946	        6224	        8466	        8218	        6022	        5831	           0	         315	        6262	        6510	        4326	        4300	        4374	        4654
        1972	        1684	        5876	        6150	        8656	        8309	        6293	        6091	         315	           0	        6471	        6752	        4631	        4657	        4311	        4651
        8440	        8261	        5793	        6067	        2163	        1846	        6293	        6055	        6288	        6457	           0	         315	        4408	        4683	        4383	        4409
        8641	        8359	        6133	        6344	        1958	        1756	        6190	        6071	        6534	        6707	         315	           0	        4392	        4662	        4721	        4769
        6181	        5976	        8121	        8462	        6021	        5735	        2246	        2021	        4282	        4643	        4371	        4404	           0	         315	        6279	        6474
        6141	        5986	        8303	        8567	        6285	        6027	        2072	        1911	        4293	        4643	        4677	        4722	         315	           0	        6431	        6552
        6050	        5709	        1896	        2245	        6237	        6005	        8474	        8210	        4345	        4308	        4418	        4736	        6241	        6449	           0	         315
        6309	        6014	        1693	        2057	        6284	        6062	        8721	        8470	        4690	        4651	        4458	        4831	        6425	        6570	         315	           0

[1, 0, 0]
           0	         315	        7358	        7422	       10602	       10327	        7480	        7218	        2415	        2128	        8312	        8517	        5943	        5867	        6055	        6387
         315	           0	        6937	        7221	       10304	       10014	        7198	        7038	        2080	        1881	        8115	        8223	        5752	        5721	        5799	        6085
        7289	        6889	           0	         315	        7284	        7136	       10349	       10051	        5745	        5712	        5826	        6116	        8055	        8176	        2048	        1881
        7450	        7223	         315	           0	        7473	        7341	       10544	       10365	        5988	        5920	        6138	        6379	        8285	        8474	        2401	        2155
       10638	       10379	        7284	        7479	           0	         315	        7513	        7308	        8377	        8413	        2317	        2126	        6094	        6356	        6065	        6033
       10312	        9996	        7104	        7303	         315	           0	        7263	        7053	        8059	        8152	        2027	        1776	        5872	        6089	        5812	        5782
        7528	        7268	       10393	       10529	        7431	        7231	           0	         315	        6137	        6369	        6102	        6030	        2393	        2244	        8278	        8552
        7318	        7037	       10047	       10323	        7285	        7028	         315	           0	        5850	        6086	        5860	        5738	        2059	        1924	        8046	        8253
        2348	        2054	        5733	        6021	        8369	        8057	        5978	        5838	           0	         315	        6040	        6219	        4186	        4067	        4150	        4454
        2169	        1855	        5625	        5921	        8470	        8166	        6336	        6143	         315	           0	        6083	        6370	        4398	        4368	        4116	        4335
        8296	        8050	        5836	        6123	        2319	        2032	        6085	        5847	        5961	        6167	           0	         315	        4159	        4373	        4203	        4275
        8480	        8240	        6192	        6372	        2130	        1842	        5997	        5675	        6212	        6407	         315	           0	        4193	        4500	        4550	        4567
        5875	        5764	        7975	        8382	        6089	        5829	        2356	        2175	        4091	        4372	        4159	        4296	           0	         315	        5904	        6136
        5919	        5698	        8234	        8538	        6344	        6083	        2216	        1972	        4077	        4332	        4464	        4501	         315	           0	        6184	        6339
        6096	        5767	        2034	        2374	        6040	        5797	        8282	        8030	        4107	        4086	        4194	        4564	        5897	        6163	           0	         315
        6309	        6069	        1967	        2213	        6036	        5772	        8573	        8271	        4487	        4422	        4315	        4670	        6045	        6358	         315	           0

[2, 0, 0]
           0	         315	        7317	        7410	       10531	       10321	        7517	        7305	        2522	        2346	        8170	        8374	        5779	        5646	        6141	        6447
         315	           0	        7070	        7204	       10303	       10211	        7257	        7046	        2185	        2052	        7900	        8086	        5545	        5519	        5851	        6063
        7283	        6935	           0	         315	        7286	        7160	       10307	       10103	        5541	        5454	        5893	        6222	        7771	        7962	        2174	        1996
        7451	        7231	         315	           0	        7376	        7351	       10652	       10343	        5802	        5719	        6177	        6503	        8165	        8243	        2540	        2327
       10609	       10306	        7303	        7399	           0	         315	        7514	        7284	        8086	        8320	        2496	        2325	        6241	        6456	        5861	        5801
       10328	       10203	        7082	        7308	         315	           0	        7281	        7047	        8085	        7997	        2185	        1990	        5918	        6052	        5608	        5571
        7537	        7283	       10337	       10638	        7523	        7234	           0	         315	        6189	        6364	        5870	        5791	        2589	        2433	        8169	        8442
        7320	        6999	       10050	       10341	        7231	        6991	         315	           0	        5901	        6086	        5627	        5543	        2310	        2102	        7871	        8113
        2489	        2280	        5545	        5735	        8072	        8005	        6135	        5929	           0	         315	        5695	        5904	        3856	        3886	        3951	        4207
        2362	        2030	        5407	        5719	        8325	        8012	        6425	        6155	         315	           0	        5619	        6118	        4168	        4212	        3880	        4256
        8121	        7909	        5895	        6197	        2507	        2198	        5850	        5654	        5690	        5653	           0	         315	        3931	        4234	        4013	        4008
        8338	        8092	        6195	        6444	        2291	        2025	        5794	        5496	        5935	        6087	         315	           0	        3993	        4241	        4323	        4352
        5689	        5493	        7837	        8125	        6152	        5857	        2433	        2346	        3856	        4164	        3918	        3999	           0	         315	        5663	        5852
        5691	        5465	        7944	        8301	        6421	        6134	        2442	        2156	        3833	        4207	        4236	        4316	         315	           0	        5847	        6036
        6179	        5838	        2223	        2528	        5850	        5612	        8192	        7853	        3918	        3922	        4109	        4341	        5584	        5770	           0	         315
        6402	        6125	        2025	        2313	        5870	        5639	        8432	        8194	        4282	        4275	        4055	        4485	        5880	        6034	         315	           0

[3, 0, 0]
           0	         315	        7341	        7410	       10597	       10322	        7519	        7261	        2756	        2606	        8064	        8212	        5567	        5460	        6222	        6520
         315	           0	        6861	        7196	       10325	       10013	        7234	        7038	        2408	        2268	        7798	        7979	        5342	        5317	        5915	        6215
        7225	        6866	           0	         315	        7320	        7055	       10346	       10059	        5324	        5267	        6103	        6239	        7702	        7788	        2317	        2185
        7448	        7222	         315	           0	        7501	        7325	       10661	       10361	        5586	        5528	        6193	        6546	        7761	        8125	        2706	        2505
       10629	       10300	        7299	        7524	           0	         315	        7424	        7290	        7955	        8151	        2642	        2475	        6254	        6525	        5644	        5591
       10298	        9997	        7099	        7303	         315	           0	        7259	        7040	        7637	        7841	        2351	        2170	        6003	        6182	        5377	        5367
        7497	        7231	       10379	       10638	        7477	        7229	           0	         315	        6234	        6450	        5651	        5540	        2738	        2620	        8005	        8300
        7322	        7073	       10057	       10339	        7306	        7033	         315	           0	        6000	        6237	        5393	        5355	        2520	        2285	        7708	        7970
        2726	        2428	        5321	        5626	        7943	        7678	        6201	        5989	           0	         315	        5372	        5597	        3656	        3668	        3691	        4031
        2528	        2213	        5224	        5499	        8157	        7846	        6486	        6232	         315	           0	        5332	        5880	        3962	        3996	        3739	        4034
        8015	        7769	        6029	        6229	        2661	        2355	        5667	        5475	        5404	        5334	           0	         315	        3760	        4057	        3779	        3831
        8240	        7995	        6294	        6529	        2469	        2182	        5571	        5345	        5659	        5880	         315	           0	        3872	        4121	        4123	        4199
        5527	        5331	        7614	        7814	        6218	        5919	        2741	        2519	        3676	        3996	        3741	        3844	           0	         315	        5291	        5596
        5379	        5251	        7798	        8182	        6529	        6264	        2620	        2299	        3712	        4010	        4031	        4146	         315	           0	        5493	        5734
        6230	        5895	        2422	        2683	        5635	        5380	        7943	        7726	        3684	        3698	        3780	        4091	        5282	        5525	           0	         315
        6495	        6192	        2172	        2541	        5623	        5383	        8328	        7982	        4028	        4070	        3863	        4285	        5622	        5792	         315	           0

[4, 0, 0]
           0	         315	        7307	        7411	       10607	       10281	        7481	        7260	        2946	        2732	        7884	        8100	        5354	        5254	        6302	        6531
         315	           0	        7141	        7217	       10215	       10092	        7281	        7039	        2597	        2447	        7588	        7848	        5129	        5066	        5977	        6304
        7276	        7141	           0	         315	        7245	        7099	       10393	       10057	        5073	        5010	        6052	        6409	        7440	        7716	        2525	        2366
        7444	        7227	         315	           0	        7458	        7342	       10660	       10361	        5416	        5289	        6303	        6600	        7761	        7965	        2840	        2790
       10619	       10241	        7307	        7523	           0	         315	        7512	        7288	        7798	        8009	        2849	        2647	        6304	        6460	        5396	        5372
       10327	       10175	        7101	        7307	         315	           0	        7278	        7042	        7488	        7697	        2523	        2344	        6068	        6283	        5166	        5150
        7511	        7312	       10386	       10614	        7517	        7236	           0	         315	        6338	        6502	        5491	        5387	        2965	        2813	        7898	        8018
        7259	        7043	       10077	       10303	        7221	        7034	         315	           0	        6016	        6282	        5216	        5079	        2629	        2470	        7574	        7784
        2901	        2596	        5107	        5393	        7790	        7514	        6256	        6090	           0	         315	        5176	        5217	        3468	        3533	        3559	        3771
        2731	        2418	        4971	        5286	        8015	        7702	        6552	        6271	         315	           0	        7188	        5675	        3776	        3835	        3615	        3914
        7852	        7668	        6126	        6339	        2830	        2521	        5467	        5179	        5151	        7129	           0	         315	        3562	        3832	        3646	        3700
        8098	        7878	        6373	        6566	        2647	        2368	        5365	        5099	        5263	        5658	         315	           0	        3698	        3992	        3983	        4047
        5325	        5118	        7418	        7758	        6269	        6007	        2921	        2670	        3441	        3778	        3550	        3710	           0	         315	        5054	        5319
        5265	        5020	        7672	        8033	        6564	        6278	        2813	        2497	        3511	        3839	        3814	        3984	         315	           0	        5329	        5353
        6351	        5994	        2543	        2875	        5407	        5177	        7884	        7627	        3602	        3533	        3729	        4015	        5048	        5320	           0	         315
        6492	        6352	        2448	        2744	        5405	        5126	        7968	        7815	        3869	        3907	        3710	        4087	        5345	        5304	         315	           0

[5, 0, 0]
           0	         315	        7351	        7432	       10542	       10329	        7496	        7263	        3130	        2979	        7736	        7956	        5141	        5031	        6440	        6697
         315	           0	        6885	        7206	       10308	       10126	        7263	        7042	        2794	        2599	        7493	        7674	        4872	        4857	        6073	        6388
        7286	        6856	           0	         315	        7286	        7090	       10484	       10083	        4926	        4828	        6125	        6438	        7285	        7498	        2718	        2560
        7449	        7230	         315	           0	        7402	        7314	       10639	       10367	        5144	        5110	        6422	        6712	        7614	        7842	        3080	        2931
       10546	       10304	        7310	        7454	           0	         315	        7512	        7262	        7626	        7870	        3014	        2885	        6495	        6656	        5215	        5124
       10297	       10076	        7186	        7260	         315	           0	        7250	        7041	        7346	        7581	        2704	        2543	        6196	        6334	        4945	        4938
