[0, 0, 0]
           0	           0
           2	         315
        8991	           0
        9022	         309
        4149	        6788
        3848	        6809
        8104	        2422
        8420	        2407
        1526	        5676
        1218	        5652
        3770	        1135
        3759	         823
        7932	        4975
        7940	        5283
        6036	        4980
        5793	        5153

[1, 0, 0]
           2	           6
           3	         317
        8982	           0
        9038	         304
        4146	        6788
        3842	        6806
        8096	        2919
        8418	        2904
        1465	        5163
        1129	        5244
        4251	        1161
        4259	         845
        7394	        4972
        7411	        5282
        5731	        4556
        5490	        4751

[2, 0, 0]
           1	           6
           3	         316
        8985	           1
        9035	         305
        4148	        6789
        3842	        6805
        8132	        3391
        8445	        3426
        1509	        4671
        1206	        4709
        4746	        1149
        4774	         828
        6896	        4999
        6909	        5298
        5468	        4149
        5214	        4332

[3, 0, 0]
           2	           5
           3	         316
        8986	           0
        9032	         304
        4147	        6792
        3843	        6804
        8143	        3911
        8469	        3962
        1514	        4172
        1188	        4195
        5252	        1193
        5305	         889
        6413	        5055
        6414	        5361
        5164	        3731
        4925	        3926

[4, 0, 0]
           3	           4
           3	         316
        8987	          -1
        9029	         305
        4147	        6793
        3843	        6804
        8129	        4450
        8438	        4461
        1529	        3644
        1219	        3673
        5758	        1224
        5792	         896
        5883	        5076
        5913	        5384
        4851	        3326
        4624	        3523

[5, 0, 0]
           5	           2
           2	         315
        8982	           0
        9032	         304
        4149	        6796
        3844	        6805
        8170	        4977
        8494	        4976
        1448	        3153
        1121	        3140
        6214	        1343
        6262	        1035
        5388	        5138
        5390	        5439
        4388	        3021
        4240	        3171

[6, 0, 0]
           2	           2
           4	         315
        8982	           0
        9032	         305
        4149	        6795
        3844	        6805
        8158	        5502
        8465	        5505
        1554	        2647
        1245	        2623
        6741	        1340
        6799	        1026
        4912	        5195
        4907	        5502
        4271	        2494
        4013	        2670

[7, 0, 0]
           1	           2
           5	         314
        8984	           0
        9030	         305
        4149	        6795
        3844	        6806
        8150	        6040
        8461	        6012
        1556	        2141
        1244	        2126
        7247	        1394
        7300	        1086
        4405	        5235
        4391	        5537
        3937	        2076
        3688	        2258

[8, 0, 0]
           3	           2
           3	         314
        8984	           0
        9029	         306
        4149	        6795
        3845	        6805
        7820	        5813
        7804	        6127
        1538	        1633
        1231	        1621
        7745	        1461
        7795	        1160
        3862	        5254
        3866	        5557
        4313	        2046
        4148	        1772

[9, 0, 0]
           3	           2
           2	         314
        8984	           0
        9029	         306
        4149	        6794
        3845	        6806
        7332	        5776
        7310	        6083
        1572	        1127
        1263	        1118
        8240	        1546
        8308	        1238
        3343	        5267
        3346	        5577
        4754	        1772
        4602	        1481

[10, 0, 0]
           2	           3
           2	         314
        8985	           0
        9029	         306
        4149	        6792
        3845	        6806
        7094	        5431
        6863	        5643
        1904	        1224
        1886	         913
        8775	        1572
        8819	        1285
        2831	        5296
        2845	        5614
        5199	        1535
        5079	        1224

[11, 0, 0]
           2	           3
           3	         315
        8985	           1
        9030	         306
        4149	        6792
        3845	        6806
        6729	        5086
        6482	        5304
        2403	        1188
        2394	         886
        8565	        1913
        8870	        1992
        2310	        5324
        2314	        5617
        5666	        1347
        5564	        1057

[12, 0, 0]
           3	           3
           3	         315
        8983	           0
        9032	         305
        4148	        6793
        3844	        6806
        6099	        4342
        5868	        4570
        3372	        1182
        3360	         878
        8316	        2859
        8623	        2970
        2485	        4508
        2164	        4516
        6575	        1011
        6476	         704

[13, 0, 0]
           2	           3
           3	         314
        8984	           0
        9031	         306
        4149	        6793
        3844	        6806
        5427	        3605
        5206	        3815
        4352	        1090
        4349	         784
        8155	        3859
        8457	        3917
        2598	        3538
        2303	        3500
        7450	        1294
        7510	         971

[14, 0, 0]
           1	           2
           3	         314
        8985	           1
        9029	         306
        4149	        6793
        3846	        6805
        4711	        2884
        4489	        3100
        5315	        1094
        5320	         793
        7913	        4803
        8210	        4888
        2734	        2523
        2422	        2482
        8351	        1634
        8463	        1331

[15, 0, 0]
           1	           3
           2	         315
        8986	           1
        9030	         306
        4149	        6793
        3845	        6805
        4182	        2770
        4075	        3068
        6278	        1131
        6310	         830
        7188	        4403
        7092	        4698
        2923	        1523
        2627	        1479
        7934	        2365
        8239	        2470

[16, 0, 0]
           2	           4
           3	         316
        8986	           0
        9030	         306
        4148	        6793
        3844	        6804
        4016	        3284
        4264	        3516
        6804	        1209
        6784	         913
        6755	        4253
        6644	        4548
        2423	        3464
        2775	        3432
        7543	        3304
        7852	        3398

[17, 0, 0]
           2	           3
           2	         315
        8986	           0
        9029	         306
        4149	        6793
        3845	        6805
        3897	        3915
        4207	        3911
        6306	         953
        6324	        1255
        5780	        4783
        5875	        5085
        2314	        3967
        2613	        3996
        7155	        3253
        7221	        3555

[18, 0, 0]
           2	           3
           2	         315
        8988	           1
        9027	         306
        4149	        6792
        3845	        6805
        3901	        4241
        4214	        4213
        5944	         983
        6002	        1291
        5729	        4779
        5884	        5052
        2273	        4244
        2436	        4482
        6795	        3224
        6835	        3524

[19, 0, 0]
           4	           4
           1	         314
        8986	           1
        9028	         306
        4149	        6793
        3845	        6805
        4076	        4705
        4300	        4526
        5633	        1018
        5697	        1322
        6489	        5310
        6686	        5067
        2264	        4593
        2584	        4686
        6506	        3273
        6549	        3564

[20, 0, 0]
           5	           4
           0	         313
        8984	           1
        9030	         306
        4149	        6793
        3845	        6806
        4110	        4778
        4285	        4542
        5149	        1129
        5166	        1430
        6555	        5370
        6661	        5093
        2240	        4644
        2557	        4691
        6007	        3342
        6041	        3632

[21, 0, 0]
           4	           3
           1	         314
        8984	           1
        9030	         306
        4149	        6793
        3845	        6806
        3947	        4912
        4266	        4862
        4840	        1103
        4856	        1409
        6522	        5348
        6628	        5068
        2160	        4943
        2469	        5001
        5671	        3417
        5710	        3707

[22, 0, 0]
           3	           3
           2	         315
        8987	           0
        9029	         306
        4149	        6793
        3844	        6805
        3996	        5384
        4305	        5349
        4851	        1108
        4874	        1414
        6467	        5339
        6591	        5059
        2003	        5565
        2352	        5530
        5132	        3449
        5146	        3748

