[0, 0, 0]
           0	           0	          11	           3	          30	           6	          95	           5	          12	          18	          10	           4	           6	           3	          79	          23
           0	           0	           2	          11	          18	          20	          18	           0	          46	          26	           4	          86	          42	          11	           3	          20
          11	           2	           0	           0	          16	           8	           0	          68	           6	           2	          98	          79	           1	          50	           5	           1
           3	          11	           0	           0	          18	           9	           1	          11	          28	          76	          42	          21	           6	          25	          15	          22
          30	          18	          16	          18	           0	           0	          13	          34	           8	          20	           0	          50	           3	          29	          17	          47
           6	          20	           8	           9	           0	           0	           7	          32	           3	          47	           6	           1	          60	           9	           9	          38
          95	          18	           0	           1	          13	           7	           0	           0	          95	          76	          78	          11	          67	          29	           0	          50
           5	           0	          68	          11	          34	          32	           0	           0	          33	           5	          11	          14	          35	           5	           8	          72
          12	          46	           6	          28	           8	           3	          95	          33	           0	           0	           4	           7	           2	          21	          84	          74
          18	          26	           2	          76	          20	          47	          76	           5	           0	           0	           4	           9	          29	           6	          15	          13
          10	           4	          98	          42	           0	           6	          78	          11	           4	           4	           0	           0	          65	          22	          20	           9
           4	          86	          79	          21	          50	           1	          11	          14	           7	           9	           0	           0	          38	          28	          56	          43
           6	          42	           1	           6	           3	          60	          67	          35	           2	          29	          65	          38	           0	           0	          11	          30
           3	          11	          50	          25	          29	           9	          29	           5	          21	           6	          22	          28	           0	           0	          80	          12
          79	           3	           5	          15	          17	           9	           0	           8	          84	          15	          20	          56	          11	          80	           0	           0
          23	          20	           1	          22	          47	          38	          50	          72	          74	          13	           9	          43	          30	          12	           0	           0

[1, 0, 0]
           0	           0	          89	          41	          75	           6	          67	          87	          13	          29	          35	          87	           1	           4	           1	          40
           0	           0	          36	          29	          99	          86	          19	          14	          21	          73	          34	          38	          60	          52	          10	           6
          89	          36	           0	           0	          17	          49	          75	          19	          10	          99	           4	           9	          58	          32	          47	          72
          41	          29	           0	           0	           6	          80	          40	          28	          48	          85	          50	          21	          68	          58	          39	          31
          75	          99	          17	           6	           0	           0	           7	          24	          29	           1	           5	          42	          20	          67	           8	          14
           6	          86	          49	          80	           0	           0	           3	           1	          32	           9	           1	          12	          38	          12	           6	           8
          67	          19	          75	          40	           7	           3	           0	           0	          21	          11	          16	           0	           6	          17	          86	           4
          87	          14	          19	          28	          24	           1	           0	           0	          73	          24	           5	          42	           1	          65	          12	          35
          13	          21	          10	          48	          29	          32	          21	          73	           0	           0	          43	          30	          27	          32	          35	          65
          29	          73	          99	          85	           1	           9	          11	          24	           0	           0	          53	          29	          28	          72	          42	          12
          35	          34	           4	          50	           5	           1	          16	           5	          43	          53	           0	           0	          21	          12	          55	          41
          87	          38	           9	          21	          42	          12	           0	          42	          30	          29	           0	           0	          61	          13	           0	          43
           1	          60	          58	          68	          20	          38	           6	           1	          27	          28	          21	          61	           0	           0	           0	          20
           4	          52	          32	          58	          67	          12	          17	          65	          32	          72	          12	          13	           0	           0	           2	           3
           1	          10	          47	          39	           8	           6	          86	          12	          35	          42	          55	           0	           0	           2	           0	           0
          40	           6	          72	          31	          14	           8	           4	          35	          65	          12	          41	          43	          20	           3	           0	           0

[2, 0, 0]
           0	           0	           1	          27	          21	          34	          33	          11	          23	          55	          22	          42	          10	           0	           5	          28
           0	           0	           6	          54	           0	          45	          12	          20	          47	          46	          29	           0	           4	           8	          45	           0
           1	           6	           0	           0	          97	          55	           1	          11	          27	          67	          14	          80	          66	           1	          39	          65
          27	          54	           0	           0	           2	          68	          77	          25	          13	           8	          27	           5	          27	          25	           3	          97
